Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,会社の満足度,職務満足度,会社の将来像への期待,顧客視点意識,貢献意欲,勤続意思,効果的チーム,理念・ビジョンの認知,理念・ビジョンの理解,公平な評価,活躍のチャンス,内容が変化に富んでいるか,技能多様性,タスク完結性,タスク重要性,自由・決定権があるか（自律性）,フィードバックはあるか,賃金の納得性,福利厚生の充実,ハラスメント,不平不満,社会的手抜き,安全管理,衛生管理,５Ｓ,労務管理,その他気になる箇所,知識付与（自身が受ける側）,部下育成知識（自身が教える側）,部下育成ツール（自身が教える側）,店長のリーダーシップ（指示型）,店長のリーダーシップ（支援・参加型）,店長のリーダーシップ（課題達成志向型）,店長の承認行動,店長の育成マインド,意見具申,上司の承認行動,上司の育成マインド,上司への意見具申,同僚との関係（フォロー）,同僚との関係（指摘）,同僚との関係（仕事以外）,同僚（他店店長）との関係,同僚（他店店長）との関係（指摘）,同僚（他店店長）との関係（仕事以外）,従業員のタイプ,権限委譲,公式化の度合い,傾聴スキル,役割の明確化,十分な資源,効果的なリーダーシップ,信頼関係のある環境,業績評価と報酬システム,メンバーの能力,パーソナリティ,役割の割り当て,多様性,チームの規模,メンバーの柔軟性,メンバーの嗜好,共通の目的,具体的な目標,チームの自信感,コンフリクトの程度
Feb-26,H01,外食事業本部,D02,店舗運営2部,S01,課1,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200000,,1001,1001店,社員,アルバイト,200040,,2005,1986-09-15,R200040,13,0,0,1,,,,5,5,4,4,4,5,4,5,5,4,4,4,4,5,4,5,5,3,3,4,4,3,1,5,5,2,3,5,4,3,4,4,3,5,1,5,5,1,5,5,4,3,1,5,1,4,4,3,5,5,5,4,4,2,3,3,4,5,1,4,3,4,5,4,4
Feb-26,H01,外食事業本部,D03,店舗運営3部,S02,課2,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200001,,1002,1002店,社員,アルバイト,200041,,2021,1974-03-05,R200041,23,0,0,1,,,,3,3,3,4,3,3,3,3,3,4,5,4,5,5,5,3,3,3,3,2,3,5,2,3,3,3,2,4,3,3,3,3,4,3,4,4,3,4,4,5,3,3,2,2,3,3,5,4,2,5,5,3,3,2,3,3,5,3,2,4,5,5,4,3,3
Feb-26,H01,外食事業本部,D01,店舗運営1部,S03,課3,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200002,,1003,1003店,社員,社員,200042,,2023,2004-06-15,R200042,6,0,0,1,,,,3,3,3,5,5,3,4,5,4,3,5,3,4,4,4,4,4,5,5,2,2,4,4,5,4,5,5,4,3,2,5,5,4,3,4,2,3,4,2,4,3,4,4,1,4,2,4,4,4,5,3,4,5,1,5,4,5,4,5,5,3,3,4,3,4
Feb-26,H01,外食事業本部,D02,店舗運営2部,S04,課4,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200003,,1004,1004店,社員,社員,200043,,2024,1982-02-15,R200043,24,0,0,1,,,,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,4,4,5,5,4,3,4,3,4,3,5,2,5,4,3,4,5,4,4,5,5,4,5,5,5,4,4,3,2,1,3,5,4,5,5,5,4,5,3,5,5,4,5,5,5,5,4,4,4,4
Feb-26,H01,外食事業本部,D03,店舗運営3部,S01,課1,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200004,,1005,1005店,社員,アルバイト,200044,,2022,2002-01-18,R200044,25,0,0,1,,,,4,2,5,4,5,3,3,5,4,3,3,3,4,5,5,2,4,2,2,2,4,2,3,4,3,2,3,4,5,4,5,5,4,1,4,1,1,4,1,3,4,5,2,2,5,5,4,3,5,5,4,5,2,5,3,2,3,4,3,5,2,2,4,3,2
Feb-26,H01,外食事業本部,D01,店舗運営1部,S02,課2,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200005,,1006,1006店,社員,パート,200045,,2014,1997-02-21,R200045,20,0,0,1,,,,3,3,3,3,3,5,3,3,3,3,3,3,4,5,3,2,3,3,3,2,2,3,2,3,3,5,3,3,2,3,3,3,3,3,3,4,3,3,4,3,3,3,1,5,4,2,4,3,3,3,2,3,3,2,3,3,3,3,3,3,3,4,4,4,3
Feb-26,H01,外食事業本部,D02,店舗運営2部,S03,課3,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200006,,1007,1007店,社員,社員,200046,,2025,1979-08-10,R200046,0,0,0,1,,,,4,4,5,5,5,4,5,5,5,4,5,4,5,5,5,4,5,2,4,4,2,3,4,4,4,4,4,4,5,4,5,5,5,2,5,4,2,5,4,4,2,4,2,2,2,5,5,5,5,5,1,5,4,1,5,5,4,2,5,5,5,4,4,4,2
Feb-26,H01,外食事業本部,D03,店舗運営3部,S04,課4,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200007,,1008,1008店,社員,アルバイト,200047,,2012,2000-09-07,R200047,25,0,0,1,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,3,5,5,5,5,5
Feb-26,H01,外食事業本部,D01,店舗運営1部,S01,課1,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200008,,1009,1009店,社員,パート,200048,,2024,1980-04-23,R200048,19,0,0,1,,,,3,3,3,3,3,3,4,3,3,2,3,3,4,5,3,2,3,3,3,2,3,3,2,3,4,4,3,3,4,3,4,3,3,3,3,3,3,3,3,4,3,3,3,4,3,3,3,4,4,3,4,3,3,3,3,4,3,4,3,3,4,3,4,3,3
Feb-26,H01,外食事業本部,D02,店舗運営2部,S02,課2,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200009,,1010,1010店,社員,パート,200049,,2010,1992-12-17,R200049,11,0,0,1,,,,3,4,5,5,4,3,3,5,5,3,4,4,4,5,5,5,5,1,4,3,2,5,5,5,4,4,4,5,4,3,3,3,3,5,4,5,5,4,5,2,2,3,5,3,1,2,3,4,3,4,2,3,4,4,4,3,2,3,2,4,4,5,4,4,2
Feb-26,H01,外食事業本部,D03,店舗運営3部,S03,課3,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200010,,1011,1011店,社員,アルバイト,200050,,2021,1977-03-03,R200050,24,0,0,1,,,,3,4,4,5,4,3,3,4,4,3,3,3,3,4,3,4,5,4,2,5,4,4,5,4,3,4,1,5,3,3,3,4,2,5,5,5,5,5,5,5,5,5,1,4,3,5,5,4,4,5,1,5,5,3,5,5,5,5,2,5,4,4,4,4,3
Feb-26,H01,外食事業本部,D01,店舗運営1部,S04,課4,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200011,,1012,1012店,社員,パート,200051,,2024,2004-05-23,R200051,15,0,0,1,,,,5,5,5,5,5,5,5,5,5,4,5,5,5,4,4,5,5,4,4,5,3,5,2,3,4,3,4,4,4,4,5,5,5,5,4,5,5,4,5,4,4,4,1,2,2,5,4,4,5,4,3,4,5,5,4,4,5,5,4,3,5,5,5,5,4
Feb-26,H01,外食事業本部,D02,店舗運営2部,S01,課1,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200012,,1013,1013店,社員,アルバイト,200052,,2024,1974-07-08,R200052,19,0,0,1,,,,3,3,4,3,4,3,3,3,4,4,2,4,5,3,5,3,3,4,3,5,4,5,5,4,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,4,4,3,3,3,3,3,3,3,3,2,5,4,3,3,3,3,3,3,3,3
Feb-26,H01,外食事業本部,D03,店舗運営3部,S02,課2,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200013,,1014,1014店,社員,アルバイト,200053,,2021,1991-06-10,R200053,8,0,0,1,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,3,4,4,5,4,2,5,4,4,5,5,5,4,4,4,4,4,4,4,5,4,5,5,5,4,5,5,4,5,2,4,4,1,4,3,3,3,5,4,5,5,4,4,3
Feb-26,H01,外食事業本部,D01,店舗運営1部,S03,課3,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200014,,1015,1015店,社員,社員,200054,,2013,1994-03-04,R200054,25,0,0,1,,,,3,3,3,4,3,3,3,4,3,4,4,4,4,5,3,3,5,3,3,3,2,2,2,3,3,3,3,3,2,2,4,3,3,3,4,4,3,4,4,3,2,1,1,2,1,1,4,4,4,4,2,3,3,2,4,3,3,2,2,4,4,2,2,2,2
Feb-26,H01,外食事業本部,D02,店舗運営2部,S04,課4,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200015,,1016,1016店,社員,アルバイト,200055,,2019,1997-07-13,R200055,7,0,0,1,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,5,5,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3
Feb-26,H01,外食事業本部,D03,店舗運営3部,S01,課1,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200016,,1017,1017店,社員,パート,200056,,2025,2005-12-19,R200056,15,0,0,1,,,,4,3,3,5,5,3,4,4,4,3,4,4,4,3,5,4,3,3,3,3,4,3,3,3,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,3,4,1,5,3,4,4,4,4,3,2,3,3,3,3,4,3,4,3,3,3,4,3,4,3
Feb-26,H01,外食事業本部,D01,店舗運営1部,S02,課2,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200017,,1018,1018店,社員,社員,200057,,2009,1987-04-17,R200057,11,0,0,1,,,,4,4,4,4,4,3,3,5,4,5,3,4,4,5,5,4,5,4,4,5,3,3,2,3,2,5,3,5,3,3,3,4,3,5,5,5,5,5,5,5,5,3,2,4,1,2,5,5,5,5,5,4,5,1,5,5,5,5,3,5,4,3,3,3,3
Feb-26,H01,外食事業本部,D02,店舗運営2部,S03,課3,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200018,,1019,1019店,社員,アルバイト,200058,,2014,2001-07-26,R200058,16,0,0,1,,,,3,3,3,5,4,2,3,3,2,3,3,5,3,3,4,2,5,3,3,3,2,3,2,4,3,2,2,4,2,4,3,4,3,3,4,1,3,4,1,2,2,2,5,3,5,4,5,3,4,4,1,1,2,1,3,2,3,2,2,3,4,3,3,3,2
Feb-26,H01,外食事業本部,D03,店舗運営3部,S04,課4,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200019,,1020,1020店,社員,社員,200059,,2018,2000-07-25,R200059,5,0,0,1,,,,3,2,4,1,4,2,2,4,5,2,5,2,2,2,4,5,2,3,2,3,1,2,2,2,3,2,1,2,5,2,5,5,2,2,2,5,2,2,5,2,2,2,4,4,4,3,4,2,4,4,4,3,2,5,2,1,2,2,3,1,2,1,1,1,1
Feb-26,H01,外食事業本部,D01,店舗運営1部,S01,課1,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200000,,1001,1001店,社員,アルバイト,200060,,2006,1983-12-04,R200060,7,0,0,1,,,,3,3,5,4,5,2,1,5,3,1,1,2,2,4,5,5,3,5,3,1,1,1,4,4,1,1,3,2,4,1,3,5,3,2,1,3,2,1,3,4,5,2,1,5,4,3,5,2,4,5,5,1,2,4,1,2,1,1,1,1,3,1,1,1,1
Feb-26,H01,外食事業本部,D02,店舗運営2部,S02,課2,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200001,,1002,1002店,社員,社員,200061,,2008,1997-06-05,R200061,24,0,0,1,,,,4,3,4,4,3,3,4,4,3,3,4,4,4,5,3,5,4,2,3,3,1,3,3,4,3,3,3,3,3,3,4,4,4,4,3,3,4,3,3,5,5,4,1,1,2,3,5,5,3,4,5,4,5,3,3,4,3,4,4,3,3,4,3,4,4
Feb-26,H01,外食事業本部,D03,店舗運営3部,S03,課3,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200002,,1003,1003店,社員,社員,200062,,2006,1970-09-22,R200062,20,0,0,1,,,,5,5,5,3,5,3,2,3,3,5,5,3,3,5,5,5,3,3,3,3,3,3,3,2,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,2,2,3,3,3,3,3,5,3,3,5,3,3,3,3,3,1,3,3,2,3,2
Feb-26,H01,外食事業本部,D01,店舗運営1部,S04,課4,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200003,,1004,1004店,社員,アルバイト,200063,,2011,1980-01-16,R200063,22,0,0,1,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,3,5,5,5,5,5,3,5,5,1,5,5,5,5,5,5,5,5,5,5,5
Feb-26,H01,外食事業本部,D02,店舗運営2部,S01,課1,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200004,,1005,1005店,社員,社員,200064,,2021,1970-06-09,R200064,3,0,0,1,,,,3,4,4,5,4,3,2,4,3,2,3,2,3,5,4,5,2,2,3,3,2,1,2,2,3,4,2,2,5,2,5,5,5,2,2,1,2,2,1,4,2,5,2,2,3,3,3,3,4,5,4,5,3,4,2,5,2,2,3,3,4,2,3,3,2
Feb-26,H01,外食事業本部,D03,店舗運営3部,S02,課2,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200005,,1006,1006店,社員,パート,200065,,2018,1975-08-19,R200065,18,0,0,1,,,,4,5,5,4,5,5,5,4,4,5,5,5,5,4,5,4,5,3,3,4,5,5,5,5,5,5,3,5,2,4,5,5,5,4,5,4,4,5,4,4,4,4,2,2,5,5,3,3,5,3,5,3,3,3,4,3,3,4,5,5,4,4,4,4,3
Feb-26,H01,外食事業本部,D01,店舗運営1部,S03,課3,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200006,,1007,1007店,社員,社員,200066,,2018,2004-04-05,R200066,7,0,0,1,,,,3,3,3,5,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3
Feb-26,H01,外食事業本部,D02,店舗運営2部,S04,課4,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200007,,1008,1008店,社員,アルバイト,200067,,2022,1974-07-06,R200067,25,0,0,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Feb-26,H01,外食事業本部,D03,店舗運営3部,S01,課1,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200008,,1009,1009店,社員,パート,200068,,2005,2004-03-10,R200068,15,0,0,1,,,,5,4,3,3,5,4,1,5,3,2,4,3,3,3,5,5,3,3,4,5,2,1,4,2,1,5,5,2,3,3,5,5,5,1,3,3,1,3,3,5,4,4,4,2,2,3,5,3,5,5,3,5,3,1,4,4,3,3,1,2,3,2,2,3,1
Feb-26,H01,外食事業本部,D01,店舗運営1部,S02,課2,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200009,,1010,1010店,社員,社員,200069,,2025,1972-07-20,R200069,23,0,0,1,,,,3,3,4,5,4,3,4,5,4,3,3,4,4,5,5,3,5,2,4,2,2,4,4,5,5,5,3,5,5,4,3,4,5,4,5,4,4,5,4,3,3,5,3,3,4,4,3,5,4,5,3,3,4,1,5,5,5,3,4,5,5,5,5,4,4
Feb-26,H01,外食事業本部,D02,店舗運営2部,S03,課3,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200010,,1011,1011店,社員,社員,200070,,2012,1973-02-20,R200070,19,0,0,1,,,,4,4,4,5,5,4,4,5,5,4,4,4,4,5,5,4,5,5,4,4,3,4,2,4,3,5,3,5,4,3,4,5,4,4,4,4,4,4,4,5,4,4,4,4,2,2,5,4,5,4,1,3,4,4,5,4,4,4,5,5,4,4,4,4,3
Feb-26,H01,外食事業本部,D03,店舗運営3部,S04,課4,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200011,,1012,1012店,社員,社員,200071,,2021,1974-04-28,R200071,22,0,0,1,,,,3,2,3,5,3,3,3,3,4,3,3,3,3,5,4,2,3,2,3,3,1,2,1,3,4,3,4,3,5,4,2,3,2,3,3,4,3,3,4,5,4,5,4,5,2,3,4,3,5,3,5,3,3,5,3,4,4,3,2,4,4,3,3,3,3
Feb-26,H01,外食事業本部,D01,店舗運営1部,S01,課1,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200012,,1013,1013店,社員,アルバイト,200072,,2024,1982-09-16,R200072,18,0,0,1,,,,4,4,5,5,5,5,5,5,5,3,4,4,5,5,5,5,5,3,3,3,2,3,2,5,4,3,2,4,5,5,5,5,5,3,4,3,3,4,3,5,5,4,4,2,5,5,5,5,5,5,5,5,4,3,4,5,4,4,4,5,3,3,4,3,2
Feb-26,H01,外食事業本部,D02,店舗運営2部,S02,課2,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200013,,1014,1014店,社員,社員,200073,,2017,1972-05-07,R200073,11,0,0,1,,,,4,4,4,5,4,3,4,5,5,5,3,3,4,5,5,5,3,5,3,5,3,3,4,5,4,5,3,4,4,3,5,5,4,2,2,2,2,2,2,5,5,4,3,2,1,5,4,4,5,4,4,5,4,5,4,4,4,4,2,4,4,4,4,4,4
Feb-26,H01,外食事業本部,D03,店舗運営3部,S03,課3,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200014,,1015,1015店,社員,社員,200074,,2011,2005-11-24,R200074,13,0,0,1,,,,3,3,3,5,4,3,4,3,3,4,3,4,4,5,5,4,3,4,4,3,2,3,4,5,4,3,4,3,3,3,3,3,3,2,3,2,2,3,2,3,3,3,5,5,2,3,3,3,3,3,5,3,3,1,4,3,3,3,3,3,3,3,3,3,3
Feb-26,H01,外食事業本部,D01,店舗運営1部,S04,課4,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200015,,1016,1016店,社員,アルバイト,200075,,2024,2002-12-13,R200075,8,0,0,1,,,,5,4,5,5,5,5,4,5,4,5,5,4,4,5,4,5,4,4,3,5,4,3,4,4,4,3,3,4,3,4,5,4,5,4,3,3,4,3,3,4,4,4,3,3,1,4,4,4,5,5,4,5,5,3,4,4,4,4,4,3,4,4,4,4,4
Feb-26,H01,外食事業本部,D02,店舗運営2部,S01,課1,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200016,,1017,1017店,社員,パート,200076,,2018,1993-02-22,R200076,25,0,0,1,,,,3,3,3,5,3,3,3,3,3,4,3,3,4,5,4,4,3,3,3,4,3,3,2,3,3,4,2,3,5,4,3,4,3,3,3,5,3,3,5,5,5,4,1,4,5,2,5,4,5,4,4,5,5,1,4,4,5,3,3,5,4,3,3,3,3
Feb-26,H01,外食事業本部,D03,店舗運営3部,S02,課2,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200017,,1018,1018店,社員,アルバイト,200077,,2022,1973-07-24,R200077,22,0,0,1,,,,3,3,3,3,3,3,3,5,3,3,3,4,5,5,4,4,5,4,3,5,3,3,5,5,3,3,4,4,2,3,3,3,2,5,4,5,5,4,5,3,2,3,2,1,1,3,3,3,3,3,5,2,3,5,3,5,4,3,3,3,4,4,3,3,2
Feb-26,H01,外食事業本部,D01,店舗運営1部,S03,課3,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200018,,1019,1019店,社員,アルバイト,200078,,2017,1972-07-21,R200078,24,0,0,1,,,,3,4,4,4,4,5,5,3,3,3,5,3,3,4,4,3,5,5,5,2,2,3,2,3,3,3,3,5,4,4,3,4,5,5,5,5,5,5,5,3,4,5,1,1,2,5,5,5,2,5,3,4,4,2,5,4,4,5,4,5,5,4,4,4,4
Feb-26,H01,外食事業本部,D02,店舗運営2部,S04,課4,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200019,,1020,1020店,社員,社員,200079,,2017,1993-09-19,R200079,9,0,0,1,,,,3,3,4,4,4,3,4,5,5,3,4,3,5,3,4,4,3,3,3,4,2,2,1,1,1,4,4,3,4,4,4,3,5,3,4,4,3,4,4,3,3,2,4,2,3,3,3,4,5,5,1,4,4,5,3,3,3,3,2,3,2,3,3,3,4
Feb-26,H01,外食事業本部,D03,店舗運営3部,S01,課1,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200000,,1001,1001店,社員,パート,200080,,2005,1995-06-13,R200080,4,0,0,1,,,,4,4,5,5,4,5,4,5,5,4,5,5,5,5,5,4,5,4,4,5,5,4,5,4,4,5,4,5,5,4,4,4,4,4,4,5,4,4,5,4,4,5,2,3,5,5,5,4,5,4,4,3,5,4,4,4,4,4,5,4,5,5,5,5,4
Feb-26,H01,外食事業本部,D01,店舗運営1部,S02,課2,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200001,,1002,1002店,社員,アルバイト,200081,,2025,1997-09-17,R200081,8,0,0,1,,,,4,4,3,5,4,2,4,5,4,4,4,3,4,5,4,4,4,5,5,4,2,4,3,5,5,4,5,5,5,3,5,4,4,5,3,4,5,3,4,4,4,4,1,4,2,2,4,5,4,5,2,4,4,4,4,3,4,5,5,5,3,4,3,4,3
Feb-26,H01,外食事業本部,D02,店舗運営2部,S03,課3,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200002,,1003,1003店,社員,社員,200082,,2024,1992-07-10,R200082,20,0,0,1,,,,5,5,5,5,5,5,5,5,5,3,3,3,3,3,5,3,5,5,5,5,3,5,2,5,5,5,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,3,3,2,5,5,5,5,5,5,4,2,5,2,5,5,5,5,5,3,5,5,5,5,5
Feb-26,H01,外食事業本部,D03,店舗運営3部,S04,課4,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200003,,1004,1004店,社員,パート,200083,,2021,1980-03-21,R200083,17,0,0,1,,,,4,3,3,4,3,2,2,4,3,4,3,2,3,5,3,4,2,4,3,4,2,2,4,4,3,4,2,4,2,3,5,4,3,3,1,4,3,1,4,4,2,3,5,2,4,3,3,4,2,3,4,4,3,1,2,4,2,2,5,5,3,2,2,2,2
Feb-26,H01,外食事業本部,D01,店舗運営1部,S01,課1,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200004,,1005,1005店,社員,パート,200084,,2017,1996-03-03,R200084,21,0,0,1,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,4,3,3,3,3,3,4,3,3,3,2,3,3,3,3,3,3,3,3,3,3
Feb-26,H01,外食事業本部,D02,店舗運営2部,S02,課2,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200005,,1006,1006店,社員,社員,200085,,2007,1981-06-15,R200085,9,0,0,1,,,,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,2,3,3,3,3,4,3,3,3,2,4,3,2,3,3,3,3,4,4,2,4,4,2,4,3,3,3,3,1,4,3,2,3,3,1,2,2,5,3,3,2,2,2,2,2,2,2,2,2
Feb-26,H01,外食事業本部,D03,店舗運営3部,S03,課3,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200006,,1007,1007店,社員,パート,200086,,2010,1992-01-07,R200086,11,0,0,1,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Feb-26,H01,外食事業本部,D01,店舗運営1部,S04,課4,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200007,,1008,1008店,社員,パート,200087,,2017,1978-09-03,R200087,1,0,0,1,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,1,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3
Feb-26,H01,外食事業本部,D02,店舗運営2部,S01,課1,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200008,,1009,1009店,社員,社員,200088,,2025,1997-01-26,R200088,24,0,0,1,,,,4,5,5,5,5,4,5,5,5,5,5,5,4,3,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,4,5,4,5,5,4,5,5,4,5,4,5,5,2,4,5,5,5,5,3,5,5,5,4,4,5,5,5,5,5,3,3,5,3,4
Feb-26,H01,外食事業本部,D03,店舗運営3部,S02,課2,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200009,,1010,1010店,社員,アルバイト,200089,,2006,1975-01-21,R200089,13,0,0,1,,,,4,5,4,5,5,5,5,5,4,4,5,5,5,3,4,4,5,3,3,5,4,5,4,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,1,3,4,5,4,4,5,4,4,5,5,2,5,5,5,5,5,5,4,5,4,5,5
Feb-26,H01,外食事業本部,D01,店舗運営1部,S03,課3,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200010,,1011,1011店,社員,社員,200090,,2014,1978-05-24,R200090,12,0,0,1,,,,3,3,3,5,5,5,3,3,3,3,5,3,3,3,5,3,3,3,3,5,5,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,5,5,3,5,5,3,3,4,5,3,3,3,3,3,3,3,3,3,3
Feb-26,H01,外食事業本部,D02,店舗運営2部,S04,課4,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200011,,1012,1012店,社員,アルバイト,200091,,2009,1982-10-04,R200091,12,0,0,1,,,,5,3,5,5,4,4,3,5,5,1,4,4,4,5,5,2,2,4,4,1,1,1,4,3,2,3,3,5,5,4,3,2,3,1,1,1,1,1,1,3,2,4,1,5,1,5,5,5,5,5,5,4,2,1,5,3,3,2,1,4,4,4,2,2,3
Feb-26,H01,外食事業本部,D03,店舗運営3部,S01,課1,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200012,,1013,1013店,社員,社員,200092,,2023,1980-01-20,R200092,2,0,0,1,,,,3,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3,4,3,3,3,2,3,3,3,3,3,3,3,3,3,3,4,3,2,3,3,2,3,3,3,3,3,5,3,4,3,3,3,3,3,1,3,4,1,3,1,2,2,2,3,2,2,3,2,2
Feb-26,H01,外食事業本部,D01,店舗運営1部,S02,課2,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200013,,1014,1014店,社員,社員,200093,,2011,1970-01-03,R200093,3,0,0,1,,,,3,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3,4,3,3,3,2,3,3,3,3,3,2,3,3,3,3,4,3,2,3,3,2,3,3,3,3,3,5,1,1,3,3,3,3,3,4,3,4,2,3,1,2,2,2,3,2,2,3,2,2
